Benchmarks of simstr, version 1.6.4
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html

Run on (32 X 2513.96 MHz CPU s)
Firefox: 146.0.1.60 webasm
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
stringa copy{str_with_len_N};/15_mean                                                                               2.70 ns         2.70 ns            4
stringa copy{str_with_len_N};/15_median                                                                             2.72 ns         2.72 ns            4
stringa copy{str_with_len_N};/15_stddev                                                                            0.110 ns        0.110 ns            4
stringa copy{str_with_len_N};/15_cv                                                                                 4.07 %          4.07 %             4
stringa copy{str_with_len_N};/16_mean                                                                               5.04 ns         5.04 ns            4
stringa copy{str_with_len_N};/16_median                                                                             5.04 ns         5.04 ns            4
stringa copy{str_with_len_N};/16_stddev                                                                            0.234 ns        0.234 ns            4
stringa copy{str_with_len_N};/16_cv                                                                                 4.64 %          4.64 %             4
stringa copy{str_with_len_N};/23_mean                                                                               4.81 ns         4.81 ns            4
stringa copy{str_with_len_N};/23_median                                                                             4.80 ns         4.80 ns            4
stringa copy{str_with_len_N};/23_stddev                                                                            0.084 ns        0.084 ns            4
stringa copy{str_with_len_N};/23_cv                                                                                 1.74 %          1.74 %             4
stringa copy{str_with_len_N};/24_mean                                                                               4.82 ns         4.82 ns            4
stringa copy{str_with_len_N};/24_median                                                                             4.79 ns         4.79 ns            4
stringa copy{str_with_len_N};/24_stddev                                                                            0.102 ns        0.102 ns            4
stringa copy{str_with_len_N};/24_cv                                                                                 2.12 %          2.12 %             4
stringa copy{str_with_len_N};/32_mean                                                                               4.76 ns         4.76 ns            4
stringa copy{str_with_len_N};/32_median                                                                             4.76 ns         4.76 ns            4
stringa copy{str_with_len_N};/32_stddev                                                                            0.037 ns        0.037 ns            4
stringa copy{str_with_len_N};/32_cv                                                                                 0.78 %          0.78 %             4
stringa copy{str_with_len_N};/64_mean                                                                               4.79 ns         4.79 ns            4
stringa copy{str_with_len_N};/64_median                                                                             4.81 ns         4.81 ns            4
stringa copy{str_with_len_N};/64_stddev                                                                            0.076 ns        0.076 ns            4
stringa copy{str_with_len_N};/64_cv                                                                                 1.58 %          1.58 %             4
stringa copy{str_with_len_N};/128_mean                                                                              4.98 ns         4.98 ns            4
stringa copy{str_with_len_N};/128_median                                                                            4.88 ns         4.88 ns            4
stringa copy{str_with_len_N};/128_stddev                                                                           0.352 ns        0.352 ns            4
stringa copy{str_with_len_N};/128_cv                                                                                7.07 %          7.07 %             4
stringa copy{str_with_len_N};/256_mean                                                                              4.87 ns         4.87 ns            4
stringa copy{str_with_len_N};/256_median                                                                            4.88 ns         4.88 ns            4
stringa copy{str_with_len_N};/256_stddev                                                                           0.145 ns        0.145 ns            4
stringa copy{str_with_len_N};/256_cv                                                                                2.99 %          2.99 %             4
stringa copy{str_with_len_N};/512_mean                                                                              4.79 ns         4.79 ns            4
stringa copy{str_with_len_N};/512_median                                                                            4.79 ns         4.79 ns            4
stringa copy{str_with_len_N};/512_stddev                                                                           0.077 ns        0.077 ns            4
stringa copy{str_with_len_N};/512_cv                                                                                1.61 %          1.61 %             4
stringa copy{str_with_len_N};/1024_mean                                                                             4.81 ns         4.81 ns            4
stringa copy{str_with_len_N};/1024_median                                                                           4.80 ns         4.80 ns            4
stringa copy{str_with_len_N};/1024_stddev                                                                          0.071 ns        0.071 ns            4
stringa copy{str_with_len_N};/1024_cv                                                                               1.48 %          1.48 %             4
stringa copy{str_with_len_N};/2048_mean                                                                             4.84 ns         4.84 ns            4
stringa copy{str_with_len_N};/2048_median                                                                           4.80 ns         4.80 ns            4
stringa copy{str_with_len_N};/2048_stddev                                                                          0.086 ns        0.086 ns            4
stringa copy{str_with_len_N};/2048_cv                                                                               1.79 %          1.79 %             4
stringa copy{str_with_len_N};/4096_mean                                                                             4.86 ns         4.86 ns            4
stringa copy{str_with_len_N};/4096_median                                                                           4.84 ns         4.84 ns            4
stringa copy{str_with_len_N};/4096_stddev                                                                          0.121 ns        0.121 ns            4
stringa copy{str_with_len_N};/4096_cv                                                                               2.49 %          2.49 %             4
lstringa<16> copy{str_with_len_N};/15_mean                                                                          14.4 ns         14.4 ns            4
lstringa<16> copy{str_with_len_N};/15_median                                                                        14.5 ns         14.5 ns            4
lstringa<16> copy{str_with_len_N};/15_stddev                                                                       0.478 ns        0.478 ns            4
lstringa<16> copy{str_with_len_N};/15_cv                                                                            3.33 %          3.33 %             4
lstringa<16> copy{str_with_len_N};/16_mean                                                                          14.5 ns         14.5 ns            4
lstringa<16> copy{str_with_len_N};/16_median                                                                        14.6 ns         14.6 ns            4
lstringa<16> copy{str_with_len_N};/16_stddev                                                                       0.844 ns        0.844 ns            4
lstringa<16> copy{str_with_len_N};/16_cv                                                                            5.80 %          5.80 %             4
lstringa<16> copy{str_with_len_N};/23_mean                                                                          29.6 ns         29.6 ns            4
lstringa<16> copy{str_with_len_N};/23_median                                                                        29.6 ns         29.6 ns            4
lstringa<16> copy{str_with_len_N};/23_stddev                                                                       0.999 ns        0.999 ns            4
lstringa<16> copy{str_with_len_N};/23_cv                                                                            3.38 %          3.38 %             4
lstringa<16> copy{str_with_len_N};/24_mean                                                                          32.4 ns         32.4 ns            4
lstringa<16> copy{str_with_len_N};/24_median                                                                        31.7 ns         31.7 ns            4
lstringa<16> copy{str_with_len_N};/24_stddev                                                                        3.40 ns         3.40 ns            4
lstringa<16> copy{str_with_len_N};/24_cv                                                                           10.52 %         10.52 %             4
lstringa<16> copy{str_with_len_N};/32_mean                                                                          42.4 ns         42.4 ns            4
lstringa<16> copy{str_with_len_N};/32_median                                                                        34.0 ns         34.0 ns            4
lstringa<16> copy{str_with_len_N};/32_stddev                                                                        17.1 ns         17.1 ns            4
lstringa<16> copy{str_with_len_N};/32_cv                                                                           40.39 %         40.39 %             4
lstringa<16> copy{str_with_len_N};/64_mean                                                                          37.6 ns         37.6 ns            4
lstringa<16> copy{str_with_len_N};/64_median                                                                        32.7 ns         32.7 ns            4
lstringa<16> copy{str_with_len_N};/64_stddev                                                                        11.4 ns         11.4 ns            4
lstringa<16> copy{str_with_len_N};/64_cv                                                                           30.43 %         30.43 %             4
lstringa<16> copy{str_with_len_N};/128_mean                                                                         38.7 ns         38.7 ns            4
lstringa<16> copy{str_with_len_N};/128_median                                                                       34.0 ns         34.0 ns            4
lstringa<16> copy{str_with_len_N};/128_stddev                                                                       10.3 ns         10.3 ns            4
lstringa<16> copy{str_with_len_N};/128_cv                                                                          26.74 %         26.74 %             4
lstringa<16> copy{str_with_len_N};/256_mean                                                                         51.0 ns         51.0 ns            4
lstringa<16> copy{str_with_len_N};/256_median                                                                       50.1 ns         50.1 ns            4
lstringa<16> copy{str_with_len_N};/256_stddev                                                                       8.31 ns         8.31 ns            4
lstringa<16> copy{str_with_len_N};/256_cv                                                                          16.29 %         16.29 %             4
lstringa<16> copy{str_with_len_N};/512_mean                                                                         47.3 ns         47.3 ns            4
lstringa<16> copy{str_with_len_N};/512_median                                                                       46.7 ns         46.7 ns            4
lstringa<16> copy{str_with_len_N};/512_stddev                                                                       1.54 ns         1.54 ns            4
lstringa<16> copy{str_with_len_N};/512_cv                                                                           3.26 %          3.26 %             4
lstringa<16> copy{str_with_len_N};/1024_mean                                                                        56.8 ns         56.8 ns            4
lstringa<16> copy{str_with_len_N};/1024_median                                                                      56.7 ns         56.7 ns            4
lstringa<16> copy{str_with_len_N};/1024_stddev                                                                      3.84 ns         3.84 ns            4
lstringa<16> copy{str_with_len_N};/1024_cv                                                                          6.77 %          6.77 %             4
lstringa<16> copy{str_with_len_N};/2048_mean                                                                        83.2 ns         83.2 ns            4
lstringa<16> copy{str_with_len_N};/2048_median                                                                      84.9 ns         84.9 ns            4
lstringa<16> copy{str_with_len_N};/2048_stddev                                                                      5.93 ns         5.93 ns            4
lstringa<16> copy{str_with_len_N};/2048_cv                                                                          7.12 %          7.12 %             4
lstringa<16> copy{str_with_len_N};/4096_mean                                                                         141 ns          141 ns            4
lstringa<16> copy{str_with_len_N};/4096_median                                                                       139 ns          139 ns            4
lstringa<16> copy{str_with_len_N};/4096_stddev                                                                      11.7 ns         11.7 ns            4
lstringa<16> copy{str_with_len_N};/4096_cv                                                                          8.33 %          8.33 %             4
lstringa<512> copy{str_with_len_N};/15_mean                                                                         14.5 ns         14.5 ns            4
lstringa<512> copy{str_with_len_N};/15_median                                                                       14.4 ns         14.4 ns            4
lstringa<512> copy{str_with_len_N};/15_stddev                                                                      0.745 ns        0.745 ns            4
lstringa<512> copy{str_with_len_N};/15_cv                                                                           5.13 %          5.13 %             4
lstringa<512> copy{str_with_len_N};/16_mean                                                                         15.1 ns         15.1 ns            4
lstringa<512> copy{str_with_len_N};/16_median                                                                       15.0 ns         15.0 ns            4
lstringa<512> copy{str_with_len_N};/16_stddev                                                                      0.805 ns        0.805 ns            4
lstringa<512> copy{str_with_len_N};/16_cv                                                                           5.34 %          5.34 %             4
lstringa<512> copy{str_with_len_N};/23_mean                                                                         14.7 ns         14.7 ns            4
lstringa<512> copy{str_with_len_N};/23_median                                                                       14.9 ns         14.9 ns            4
lstringa<512> copy{str_with_len_N};/23_stddev                                                                      0.706 ns        0.706 ns            4
lstringa<512> copy{str_with_len_N};/23_cv                                                                           4.80 %          4.80 %             4
lstringa<512> copy{str_with_len_N};/24_mean                                                                         14.9 ns         14.9 ns            4
lstringa<512> copy{str_with_len_N};/24_median                                                                       14.6 ns         14.6 ns            4
lstringa<512> copy{str_with_len_N};/24_stddev                                                                      0.713 ns        0.713 ns            4
lstringa<512> copy{str_with_len_N};/24_cv                                                                           4.78 %          4.78 %             4
lstringa<512> copy{str_with_len_N};/32_mean                                                                         17.9 ns         17.9 ns            4
lstringa<512> copy{str_with_len_N};/32_median                                                                       17.8 ns         17.8 ns            4
lstringa<512> copy{str_with_len_N};/32_stddev                                                                      0.517 ns        0.517 ns            4
lstringa<512> copy{str_with_len_N};/32_cv                                                                           2.89 %          2.89 %             4
lstringa<512> copy{str_with_len_N};/64_mean                                                                         17.4 ns         17.4 ns            4
lstringa<512> copy{str_with_len_N};/64_median                                                                       17.5 ns         17.5 ns            4
lstringa<512> copy{str_with_len_N};/64_stddev                                                                      0.443 ns        0.443 ns            4
lstringa<512> copy{str_with_len_N};/64_cv                                                                           2.55 %          2.55 %             4
lstringa<512> copy{str_with_len_N};/128_mean                                                                        17.9 ns         17.9 ns            4
lstringa<512> copy{str_with_len_N};/128_median                                                                      17.9 ns         17.9 ns            4
lstringa<512> copy{str_with_len_N};/128_stddev                                                                     0.604 ns        0.604 ns            4
lstringa<512> copy{str_with_len_N};/128_cv                                                                          3.38 %          3.38 %             4
lstringa<512> copy{str_with_len_N};/256_mean                                                                        19.7 ns         19.7 ns            4
lstringa<512> copy{str_with_len_N};/256_median                                                                      19.6 ns         19.6 ns            4
lstringa<512> copy{str_with_len_N};/256_stddev                                                                     0.937 ns        0.937 ns            4
lstringa<512> copy{str_with_len_N};/256_cv                                                                          4.75 %          4.75 %             4
lstringa<512> copy{str_with_len_N};/512_mean                                                                        22.2 ns         22.2 ns            4
lstringa<512> copy{str_with_len_N};/512_median                                                                      22.2 ns         22.2 ns            4
lstringa<512> copy{str_with_len_N};/512_stddev                                                                      1.02 ns         1.02 ns            4
lstringa<512> copy{str_with_len_N};/512_cv                                                                          4.57 %          4.57 %             4
lstringa<512> copy{str_with_len_N};/1024_mean                                                                       55.1 ns         55.1 ns            4
lstringa<512> copy{str_with_len_N};/1024_median                                                                     55.6 ns         55.6 ns            4
lstringa<512> copy{str_with_len_N};/1024_stddev                                                                     2.95 ns         2.95 ns            4
lstringa<512> copy{str_with_len_N};/1024_cv                                                                         5.37 %          5.37 %             4
lstringa<512> copy{str_with_len_N};/2048_mean                                                                       80.3 ns         80.3 ns            4
lstringa<512> copy{str_with_len_N};/2048_median                                                                     82.0 ns         82.0 ns            4
lstringa<512> copy{str_with_len_N};/2048_stddev                                                                     6.81 ns         6.81 ns            4
lstringa<512> copy{str_with_len_N};/2048_cv                                                                         8.48 %          8.48 %             4
lstringa<512> copy{str_with_len_N};/4096_mean                                                                        149 ns          149 ns            4
lstringa<512> copy{str_with_len_N};/4096_median                                                                      145 ns          145 ns            4
lstringa<512> copy{str_with_len_N};/4096_stddev                                                                     9.43 ns         9.43 ns            4
lstringa<512> copy{str_with_len_N};/4096_cv                                                                         6.31 %          6.31 %             4
-----  Convert to int '1234567'  ---------/repeats:1                                                               0.000 ns        0.000 ns   1000000000000
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_mean                                          73.7 ns         73.7 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_median                                        72.6 ns         72.6 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_stddev                                        4.60 ns         4.60 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_cv                                            6.24 %          6.24 %             4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_mean                     27.8 ns         27.8 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_median                   27.8 ns         27.8 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_stddev                  0.753 ns        0.753 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_cv                       2.71 %          2.71 %             4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                              19.1 ns         19.1 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                            19.1 ns         19.1 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                           0.501 ns        0.501 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                2.62 %          2.62 %             4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                                  17.1 ns         17.1 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                                17.0 ns         17.0 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                               0.341 ns        0.341 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                    2.00 %          2.00 %             4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                         17.3 ns         17.3 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                       17.2 ns         17.2 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                      0.983 ns        0.983 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                           5.67 %          5.67 %             4
-----  Convert to unsigned 'abcDef'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_mean                                             55.0 ns         55.0 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_median                                           54.7 ns         54.7 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_stddev                                          0.926 ns        0.926 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_cv                                               1.68 %          1.68 %             4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_mean                        28.2 ns         28.2 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_median                      28.4 ns         28.4 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_stddev                     0.328 ns        0.328 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_cv                          1.16 %          1.16 %             4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                 17.4 ns         17.4 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                               17.5 ns         17.5 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                              0.384 ns        0.384 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                   2.21 %          2.21 %             4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                     16.3 ns         16.3 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                                   16.2 ns         16.2 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                                  0.273 ns        0.273 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                       1.67 %          1.67 %             4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                            16.5 ns         16.5 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                          16.5 ns         16.5 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                         0.239 ns        0.239 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                              1.45 %          1.45 %             4
-----  Convert to int '    1234567'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_mean                                       78.2 ns         78.2 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_median                                     78.6 ns         78.6 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_stddev                                    0.938 ns        0.938 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_cv                                         1.20 %          1.20 %             4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_mean                                        23.2 ns         23.2 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_median                                      23.4 ns         23.4 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_stddev                                     0.320 ns        0.320 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_cv                                          1.38 %          1.38 %             4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_mean                                  23.4 ns         23.4 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_median                                23.1 ns         23.1 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_stddev                                1.53 ns         1.53 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_cv                                    6.55 %          6.55 %             4
-----  Convert to double '1234.567e10'  ---------/repeats:1                                                        0.000 ns        0.000 ns   1000000000000
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_mean                                    210 ns          210 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_median                                  207 ns          207 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_stddev                                 22.0 ns         22.0 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_cv                                    10.50 %         10.50 %             4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_mean                        113 ns          113 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_median                      113 ns          113 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_stddev                     1.64 ns         1.64 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_cv                         1.45 %          1.45 %             4
ssa s = "1234.567e10"; double res = *s.to_double()_mean                                                             43.5 ns         43.5 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_median                                                           43.8 ns         43.8 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_stddev                                                          0.685 ns        0.685 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_cv                                                               1.57 %          1.57 %             4
-- Append const literal of 16 bytes 64 times, 1024 total length --/repeats:1                                       0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << "abbaabbaabbaabba";_mean                                                          4444 ns         4444 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_median                                                        4419 ns         4419 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_stddev                                                         191 ns          191 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_cv                                                            4.29 %          4.29 %             4
std::string str; ... str += "abbaabbaabbaabba";_mean                                                                 625 ns          625 ns            4
std::string str; ... str += "abbaabbaabbaabba";_median                                                               620 ns          620 ns            4
std::string str; ... str += "abbaabbaabbaabba";_stddev                                                              19.6 ns         19.6 ns            4
std::string str; ... str += "abbaabbaabbaabba";_cv                                                                  3.14 %          3.14 %             4
lstringa<8> str; ... str += "abbaabbaabbaabba";_mean                                                                 758 ns          758 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_median                                                               756 ns          756 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_stddev                                                              23.6 ns         23.6 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_cv                                                                  3.12 %          3.12 %             4
lstringa<128> str; ... str += "abbaabbaabbaabba";_mean                                                               584 ns          584 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_median                                                             573 ns          573 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_stddev                                                            25.3 ns         25.3 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_cv                                                                4.34 %          4.34 %             4
lstringa<512> str; ... str += "abbaabbaabbaabba";_mean                                                               458 ns          458 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_median                                                             457 ns          457 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_stddev                                                            5.21 ns         5.21 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_cv                                                                1.14 %          1.14 %             4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_mean                                                              416 ns          416 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_median                                                            415 ns          415 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_stddev                                                           4.32 ns         4.32 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_cv                                                               1.04 %          1.04 %             4
-- Append string of 16 bytes and const literal of 16 bytes 32 times, 1024 total length --/repeats:1                0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_mean                                               4444 ns         4444 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_median                                             4428 ns         4428 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_stddev                                              187 ns          187 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_cv                                                 4.21 %          4.21 %             4
std::string str; ... str += str_var + "abbaabbaabbaabba";_mean                                                      2032 ns         2032 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_median                                                    1972 ns         1972 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                     141 ns          141 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        6.92 %          6.92 %             4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                       874 ns          874 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_median                                                     852 ns          852 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    53.5 ns         53.5 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        6.12 %          6.12 %             4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     729 ns          729 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   724 ns          724 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  28.1 ns         28.3 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      3.86 %          3.88 %             4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     588 ns          588 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   585 ns          585 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  37.9 ns         37.9 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      6.45 %          6.45 %             4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                    580 ns          580 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_median                                                  588 ns          588 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                 21.2 ns         21.2 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                     3.65 %          3.65 %             4
-- Append string of 16 bytes and const literal of 16 bytes 2048 times, 65536 total length --/repeats:1             0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_mean                                  223603 ns       223603 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_median                                224782 ns       224782 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_stddev                                  8148 ns         8148 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_cv                                      3.64 %          3.64 %             4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                         116339 ns       116339 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                       114468 ns       114468 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                         8652 ns         8652 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                             7.44 %          7.44 %             4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                          44372 ns        44372 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                        43357 ns        43357 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                         3541 ns         3541 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                             7.98 %          7.98 %             4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                        40049 ns        40049 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                      38346 ns        38346 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                       4007 ns         4007 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                          10.00 %         10.00 %             4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                        37513 ns        37513 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                      37253 ns        37253 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                        546 ns          546 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                           1.46 %          1.46 %             4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                       38281 ns        38281 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                     38390 ns        38390 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                      1330 ns         1330 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                          3.47 %          3.47 %             4
-- Append 2 string of 16 bytes 32 times, 1024 total length --/repeats:1                                            0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var1 << str_var2;_mean                                                        4573 ns         4573 ns            4
std::stringstream str; ... str << str_var1 << str_var2;_median                                                      4561 ns         4561 ns            4
std::stringstream str; ... str << str_var1 << str_var2;_stddev                                                       108 ns          108 ns            4
std::stringstream str; ... str << str_var1 << str_var2;_cv                                                          2.36 %          2.36 %             4
std::string str; ... str += str_var1 + str_var2;_mean                                                               2452 ns         2452 ns            4
