Benchmarks of simstr, version 1.6.7
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html

2026-02-12T15:14:20+03:00
Running ./benchStr
Run on (32 X 2494.22 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
Load Average: 0.00, 0.00, 0.00
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
std::string copy{str_with_len_N};/32_cv                                                                             2.20 %          2.20 %             4
std::string copy{str_with_len_N};/64_mean                                                                           21.9 ns         21.9 ns            4
std::string copy{str_with_len_N};/64_median                                                                         22.0 ns         22.0 ns            4
std::string copy{str_with_len_N};/64_stddev                                                                        0.185 ns        0.185 ns            4
std::string copy{str_with_len_N};/64_cv                                                                             0.84 %          0.84 %             4
std::string copy{str_with_len_N};/128_mean                                                                          24.2 ns         24.2 ns            4
std::string copy{str_with_len_N};/128_median                                                                        24.6 ns         24.6 ns            4
std::string copy{str_with_len_N};/128_stddev                                                                       0.689 ns        0.689 ns            4
std::string copy{str_with_len_N};/128_cv                                                                            2.84 %          2.84 %             4
std::string copy{str_with_len_N};/256_mean                                                                          24.4 ns         24.4 ns            4
std::string copy{str_with_len_N};/256_median                                                                        24.3 ns         24.3 ns            4
std::string copy{str_with_len_N};/256_stddev                                                                       0.352 ns        0.352 ns            4
std::string copy{str_with_len_N};/256_cv                                                                            1.44 %          1.45 %             4
std::string copy{str_with_len_N};/512_mean                                                                          28.7 ns         28.7 ns            4
std::string copy{str_with_len_N};/512_median                                                                        28.6 ns         28.6 ns            4
std::string copy{str_with_len_N};/512_stddev                                                                       0.461 ns        0.461 ns            4
std::string copy{str_with_len_N};/512_cv                                                                            1.61 %          1.61 %             4
std::string copy{str_with_len_N};/1024_mean                                                                         44.7 ns         44.7 ns            4
std::string copy{str_with_len_N};/1024_median                                                                       44.6 ns         44.6 ns            4
std::string copy{str_with_len_N};/1024_stddev                                                                      0.414 ns        0.414 ns            4
std::string copy{str_with_len_N};/1024_cv                                                                           0.93 %          0.93 %             4
std::string copy{str_with_len_N};/2048_mean                                                                          122 ns          122 ns            4
std::string copy{str_with_len_N};/2048_median                                                                        121 ns          121 ns            4
std::string copy{str_with_len_N};/2048_stddev                                                                       3.03 ns         3.03 ns            4
std::string copy{str_with_len_N};/2048_cv                                                                           2.49 %          2.49 %             4
std::string copy{str_with_len_N};/4096_mean                                                                          158 ns          158 ns            4
std::string copy{str_with_len_N};/4096_median                                                                        158 ns          158 ns            4
std::string copy{str_with_len_N};/4096_stddev                                                                       8.73 ns         8.73 ns            4
std::string copy{str_with_len_N};/4096_cv                                                                           5.52 %          5.52 %             4
stringa copy{str_with_len_N};/15_mean                                                                               1.11 ns         1.11 ns            4
stringa copy{str_with_len_N};/15_median                                                                             1.11 ns         1.11 ns            4
stringa copy{str_with_len_N};/15_stddev                                                                            0.017 ns        0.017 ns            4
stringa copy{str_with_len_N};/15_cv                                                                                 1.51 %          1.51 %             4
stringa copy{str_with_len_N};/16_mean                                                                               1.10 ns         1.10 ns            4
stringa copy{str_with_len_N};/16_median                                                                             1.11 ns         1.11 ns            4
stringa copy{str_with_len_N};/16_stddev                                                                            0.023 ns        0.023 ns            4
stringa copy{str_with_len_N};/16_cv                                                                                 2.09 %          2.09 %             4
stringa copy{str_with_len_N};/23_mean                                                                               1.09 ns         1.09 ns            4
stringa copy{str_with_len_N};/23_median                                                                             1.09 ns         1.09 ns            4
stringa copy{str_with_len_N};/23_stddev                                                                            0.013 ns        0.013 ns            4
stringa copy{str_with_len_N};/23_cv                                                                                 1.17 %          1.17 %             4
stringa copy{str_with_len_N};/24_mean                                                                               16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/24_median                                                                             16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/24_stddev                                                                            0.225 ns        0.225 ns            4
stringa copy{str_with_len_N};/24_cv                                                                                 1.40 %          1.40 %             4
stringa copy{str_with_len_N};/32_mean                                                                               15.9 ns         15.9 ns            4
stringa copy{str_with_len_N};/32_median                                                                             15.9 ns         15.9 ns            4
stringa copy{str_with_len_N};/32_stddev                                                                            0.043 ns        0.043 ns            4
stringa copy{str_with_len_N};/32_cv                                                                                 0.27 %          0.27 %             4
stringa copy{str_with_len_N};/64_mean                                                                               16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/64_median                                                                             16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/64_stddev                                                                            0.096 ns        0.096 ns            4
stringa copy{str_with_len_N};/64_cv                                                                                 0.60 %          0.60 %             4
stringa copy{str_with_len_N};/128_mean                                                                              16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/128_median                                                                            16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/128_stddev                                                                           0.186 ns        0.186 ns            4
stringa copy{str_with_len_N};/128_cv                                                                                1.16 %          1.16 %             4
stringa copy{str_with_len_N};/256_mean                                                                              16.2 ns         16.2 ns            4
stringa copy{str_with_len_N};/256_median                                                                            16.2 ns         16.2 ns            4
stringa copy{str_with_len_N};/256_stddev                                                                           0.326 ns        0.326 ns            4
stringa copy{str_with_len_N};/256_cv                                                                                2.01 %          2.01 %             4
stringa copy{str_with_len_N};/512_mean                                                                              16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/512_median                                                                            16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/512_stddev                                                                           0.085 ns        0.085 ns            4
stringa copy{str_with_len_N};/512_cv                                                                                0.53 %          0.53 %             4
stringa copy{str_with_len_N};/1024_mean                                                                             15.9 ns         15.9 ns            4
stringa copy{str_with_len_N};/1024_median                                                                           15.9 ns         15.9 ns            4
stringa copy{str_with_len_N};/1024_stddev                                                                          0.067 ns        0.067 ns            4
stringa copy{str_with_len_N};/1024_cv                                                                               0.42 %          0.42 %             4
stringa copy{str_with_len_N};/2048_mean                                                                             16.2 ns         16.2 ns            4
stringa copy{str_with_len_N};/2048_median                                                                           16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/2048_stddev                                                                          0.209 ns        0.209 ns            4
stringa copy{str_with_len_N};/2048_cv                                                                               1.29 %          1.29 %             4
stringa copy{str_with_len_N};/4096_mean                                                                             16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/4096_median                                                                           16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/4096_stddev                                                                          0.087 ns        0.087 ns            4
stringa copy{str_with_len_N};/4096_cv                                                                               0.54 %          0.54 %             4
lstringa<16> copy{str_with_len_N};/15_mean                                                                          1.46 ns         1.46 ns            4
lstringa<16> copy{str_with_len_N};/15_median                                                                        1.45 ns         1.45 ns            4
lstringa<16> copy{str_with_len_N};/15_stddev                                                                       0.025 ns        0.025 ns            4
lstringa<16> copy{str_with_len_N};/15_cv                                                                            1.72 %          1.72 %             4
lstringa<16> copy{str_with_len_N};/16_mean                                                                          5.21 ns         5.21 ns            4
lstringa<16> copy{str_with_len_N};/16_median                                                                        5.22 ns         5.22 ns            4
lstringa<16> copy{str_with_len_N};/16_stddev                                                                       0.078 ns        0.078 ns            4
lstringa<16> copy{str_with_len_N};/16_cv                                                                            1.49 %          1.49 %             4
lstringa<16> copy{str_with_len_N};/23_mean                                                                          5.09 ns         5.09 ns            4
lstringa<16> copy{str_with_len_N};/23_median                                                                        5.08 ns         5.08 ns            4
lstringa<16> copy{str_with_len_N};/23_stddev                                                                       0.082 ns        0.082 ns            4
lstringa<16> copy{str_with_len_N};/23_cv                                                                            1.60 %          1.60 %             4
lstringa<16> copy{str_with_len_N};/24_mean                                                                          22.9 ns         22.9 ns            4
lstringa<16> copy{str_with_len_N};/24_median                                                                        22.8 ns         22.8 ns            4
lstringa<16> copy{str_with_len_N};/24_stddev                                                                       0.229 ns        0.229 ns            4
lstringa<16> copy{str_with_len_N};/24_cv                                                                            1.00 %          1.00 %             4
lstringa<16> copy{str_with_len_N};/32_mean                                                                          22.6 ns         22.6 ns            4
lstringa<16> copy{str_with_len_N};/32_median                                                                        22.6 ns         22.6 ns            4
lstringa<16> copy{str_with_len_N};/32_stddev                                                                       0.395 ns        0.395 ns            4
lstringa<16> copy{str_with_len_N};/32_cv                                                                            1.75 %          1.75 %             4
lstringa<16> copy{str_with_len_N};/64_mean                                                                          24.1 ns         24.1 ns            4
lstringa<16> copy{str_with_len_N};/64_median                                                                        24.2 ns         24.2 ns            4
lstringa<16> copy{str_with_len_N};/64_stddev                                                                       0.583 ns        0.583 ns            4
lstringa<16> copy{str_with_len_N};/64_cv                                                                            2.42 %          2.42 %             4
lstringa<16> copy{str_with_len_N};/128_mean                                                                         24.7 ns         24.7 ns            4
lstringa<16> copy{str_with_len_N};/128_median                                                                       24.8 ns         24.8 ns            4
lstringa<16> copy{str_with_len_N};/128_stddev                                                                      0.232 ns        0.232 ns            4
lstringa<16> copy{str_with_len_N};/128_cv                                                                           0.94 %          0.94 %             4
lstringa<16> copy{str_with_len_N};/256_mean                                                                         25.9 ns         25.9 ns            4
lstringa<16> copy{str_with_len_N};/256_median                                                                       25.8 ns         25.8 ns            4
lstringa<16> copy{str_with_len_N};/256_stddev                                                                      0.492 ns        0.492 ns            4
lstringa<16> copy{str_with_len_N};/256_cv                                                                           1.90 %          1.90 %             4
lstringa<16> copy{str_with_len_N};/512_mean                                                                         29.2 ns         29.2 ns            4
lstringa<16> copy{str_with_len_N};/512_median                                                                       29.1 ns         29.1 ns            4
lstringa<16> copy{str_with_len_N};/512_stddev                                                                      0.960 ns        0.960 ns            4
lstringa<16> copy{str_with_len_N};/512_cv                                                                           3.29 %          3.29 %             4
lstringa<16> copy{str_with_len_N};/1024_mean                                                                         102 ns          102 ns            4
lstringa<16> copy{str_with_len_N};/1024_median                                                                       101 ns          101 ns            4
lstringa<16> copy{str_with_len_N};/1024_stddev                                                                      3.30 ns         3.30 ns            4
lstringa<16> copy{str_with_len_N};/1024_cv                                                                          3.25 %          3.25 %             4
lstringa<16> copy{str_with_len_N};/2048_mean                                                                         115 ns          115 ns            4
lstringa<16> copy{str_with_len_N};/2048_median                                                                       114 ns          114 ns            4
lstringa<16> copy{str_with_len_N};/2048_stddev                                                                      4.40 ns         4.40 ns            4
lstringa<16> copy{str_with_len_N};/2048_cv                                                                          3.84 %          3.84 %             4
lstringa<16> copy{str_with_len_N};/4096_mean                                                                         127 ns          127 ns            4
lstringa<16> copy{str_with_len_N};/4096_median                                                                       127 ns          127 ns            4
lstringa<16> copy{str_with_len_N};/4096_stddev                                                                      1.00 ns         1.00 ns            4
lstringa<16> copy{str_with_len_N};/4096_cv                                                                          0.79 %          0.79 %             4
lstringa<512> copy{str_with_len_N};/15_mean                                                                         1.51 ns         1.51 ns            4
lstringa<512> copy{str_with_len_N};/15_median                                                                       1.51 ns         1.51 ns            4
lstringa<512> copy{str_with_len_N};/15_stddev                                                                      0.034 ns        0.034 ns            4
lstringa<512> copy{str_with_len_N};/15_cv                                                                           2.22 %          2.22 %             4
lstringa<512> copy{str_with_len_N};/16_mean                                                                         5.17 ns         5.17 ns            4
lstringa<512> copy{str_with_len_N};/16_median                                                                       5.13 ns         5.13 ns            4
lstringa<512> copy{str_with_len_N};/16_stddev                                                                      0.136 ns        0.136 ns            4
lstringa<512> copy{str_with_len_N};/16_cv                                                                           2.63 %          2.63 %             4
lstringa<512> copy{str_with_len_N};/23_mean                                                                         5.16 ns         5.16 ns            4
lstringa<512> copy{str_with_len_N};/23_median                                                                       5.15 ns         5.15 ns            4
lstringa<512> copy{str_with_len_N};/23_stddev                                                                      0.081 ns        0.081 ns            4
lstringa<512> copy{str_with_len_N};/23_cv                                                                           1.58 %          1.58 %             4
lstringa<512> copy{str_with_len_N};/24_mean                                                                         4.89 ns         4.89 ns            4
lstringa<512> copy{str_with_len_N};/24_median                                                                       4.88 ns         4.88 ns            4
lstringa<512> copy{str_with_len_N};/24_stddev                                                                      0.061 ns        0.061 ns            4
lstringa<512> copy{str_with_len_N};/24_cv                                                                           1.25 %          1.25 %             4
lstringa<512> copy{str_with_len_N};/32_mean                                                                         4.78 ns         4.78 ns            4
lstringa<512> copy{str_with_len_N};/32_median                                                                       4.77 ns         4.77 ns            4
lstringa<512> copy{str_with_len_N};/32_stddev                                                                      0.061 ns        0.061 ns            4
lstringa<512> copy{str_with_len_N};/32_cv                                                                           1.28 %          1.28 %             4
lstringa<512> copy{str_with_len_N};/64_mean                                                                         6.27 ns         6.27 ns            4
lstringa<512> copy{str_with_len_N};/64_median                                                                       6.24 ns         6.24 ns            4
lstringa<512> copy{str_with_len_N};/64_stddev                                                                      0.161 ns        0.161 ns            4
lstringa<512> copy{str_with_len_N};/64_cv                                                                           2.56 %          2.56 %             4
lstringa<512> copy{str_with_len_N};/128_mean                                                                        6.65 ns         6.65 ns            4
lstringa<512> copy{str_with_len_N};/128_median                                                                      6.67 ns         6.67 ns            4
lstringa<512> copy{str_with_len_N};/128_stddev                                                                     0.073 ns        0.073 ns            4
lstringa<512> copy{str_with_len_N};/128_cv                                                                          1.10 %          1.10 %             4
lstringa<512> copy{str_with_len_N};/256_mean                                                                        8.26 ns         8.26 ns            4
lstringa<512> copy{str_with_len_N};/256_median                                                                      8.19 ns         8.19 ns            4
lstringa<512> copy{str_with_len_N};/256_stddev                                                                     0.250 ns        0.250 ns            4
lstringa<512> copy{str_with_len_N};/256_cv                                                                          3.03 %          3.03 %             4
lstringa<512> copy{str_with_len_N};/512_mean                                                                        10.5 ns         10.5 ns            4
lstringa<512> copy{str_with_len_N};/512_median                                                                      10.6 ns         10.6 ns            4
lstringa<512> copy{str_with_len_N};/512_stddev                                                                     0.164 ns        0.164 ns            4
lstringa<512> copy{str_with_len_N};/512_cv                                                                          1.56 %          1.56 %             4
lstringa<512> copy{str_with_len_N};/1024_mean                                                                        105 ns          105 ns            4
lstringa<512> copy{str_with_len_N};/1024_median                                                                      105 ns          105 ns            4
lstringa<512> copy{str_with_len_N};/1024_stddev                                                                     2.09 ns         2.09 ns            4
lstringa<512> copy{str_with_len_N};/1024_cv                                                                         2.00 %          2.00 %             4
lstringa<512> copy{str_with_len_N};/2048_mean                                                                        116 ns          116 ns            4
lstringa<512> copy{str_with_len_N};/2048_median                                                                      113 ns          113 ns            4
lstringa<512> copy{str_with_len_N};/2048_stddev                                                                     7.60 ns         7.60 ns            4
lstringa<512> copy{str_with_len_N};/2048_cv                                                                         6.57 %          6.57 %             4
lstringa<512> copy{str_with_len_N};/4096_mean                                                                        128 ns          128 ns            4
lstringa<512> copy{str_with_len_N};/4096_median                                                                      128 ns          128 ns            4
lstringa<512> copy{str_with_len_N};/4096_stddev                                                                     4.65 ns         4.65 ns            4
lstringa<512> copy{str_with_len_N};/4096_cv                                                                         3.62 %          3.62 %             4
-----  Convert to int '1234567'  ---------/repeats:1                                                               0.000 ns        0.000 ns   1000000000000
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_mean                                          26.4 ns         26.4 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_median                                        26.4 ns         26.4 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_stddev                                       0.306 ns        0.306 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_cv                                            1.16 %          1.16 %             4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_mean                     14.9 ns         14.9 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_median                   14.9 ns         14.9 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_stddev                  0.194 ns        0.194 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_cv                       1.30 %          1.30 %             4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                              12.6 ns         12.6 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                            12.5 ns         12.5 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                           0.219 ns        0.220 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                1.74 %          1.74 %             4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                                  12.3 ns         12.3 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                                12.4 ns         12.4 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                               0.054 ns        0.054 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                    0.44 %          0.44 %             4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                         12.2 ns         12.2 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                       12.2 ns         12.2 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                      0.281 ns        0.281 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                           2.31 %          2.31 %             4
-----  Convert to unsigned 'abcDef'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_mean                                             23.5 ns         23.5 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_median                                           23.5 ns         23.5 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_stddev                                          0.418 ns        0.418 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_cv                                               1.78 %          1.78 %             4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_mean                        9.65 ns         9.65 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_median                      9.68 ns         9.68 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_stddev                     0.191 ns        0.191 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_cv                          1.98 %          1.98 %             4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                 12.5 ns         12.5 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                               12.4 ns         12.4 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                              0.283 ns        0.283 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                   2.26 %          2.26 %             4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                     13.0 ns         13.0 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                                   12.9 ns         12.9 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                                  0.492 ns        0.492 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                       3.79 %          3.79 %             4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                            12.5 ns         12.5 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                          12.5 ns         12.5 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                         0.182 ns        0.182 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                              1.45 %          1.45 %             4
-----  Convert to int '    1234567'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_mean                                       28.6 ns         28.6 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_median                                     28.3 ns         28.3 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_stddev                                    0.673 ns        0.673 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_cv                                         2.36 %          2.36 %             4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_mean                                        18.5 ns         18.5 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_median                                      18.5 ns         18.5 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_stddev                                     0.260 ns        0.260 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_cv                                          1.41 %          1.41 %             4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_mean                                  15.5 ns         15.5 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_median                                15.5 ns         15.5 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_stddev                               0.424 ns        0.424 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_cv                                    2.74 %          2.74 %             4
-----  Convert to double '1234.567e10'  ---------/repeats:1                                                        0.000 ns        0.000 ns   1000000000000
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_mean                                   63.7 ns         63.7 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_median                                 63.1 ns         63.1 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_stddev                                 2.17 ns         2.17 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_cv                                     3.40 %          3.40 %             4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_mean                       25.0 ns         25.0 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_median                     25.2 ns         25.2 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_stddev                    0.489 ns        0.489 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_cv                         1.95 %          1.95 %             4
ssa s = "1234.567e10"; double res = *s.to_double()_mean                                                             25.4 ns         25.4 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_median                                                           25.4 ns         25.4 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_stddev                                                          0.377 ns        0.377 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_cv                                                               1.49 %          1.49 %             4
-- Append const literal of 16 bytes 64 times, 1024 total length --/repeats:1                                       0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << "abbaabbaabbaabba";_mean                                                          1351 ns         1351 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_median                                                        1349 ns         1349 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_stddev                                                        31.3 ns         31.3 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_cv                                                            2.32 %          2.32 %             4
std::string str; ... str += "abbaabbaabbaabba";_mean                                                                 383 ns          383 ns            4
std::string str; ... str += "abbaabbaabbaabba";_median                                                               384 ns          384 ns            4
std::string str; ... str += "abbaabbaabbaabba";_stddev                                                              8.39 ns         8.39 ns            4
std::string str; ... str += "abbaabbaabbaabba";_cv                                                                  2.19 %          2.19 %             4
lstringa<8> str; ... str += "abbaabbaabbaabba";_mean                                                                 378 ns          378 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_median                                                               376 ns          376 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_stddev                                                              12.3 ns         12.3 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_cv                                                                  3.26 %          3.26 %             4
lstringa<128> str; ... str += "abbaabbaabbaabba";_mean                                                               253 ns          253 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_median                                                             256 ns          256 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_stddev                                                            9.34 ns         9.34 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_cv                                                                3.69 %          3.69 %             4
lstringa<512> str; ... str += "abbaabbaabbaabba";_mean                                                               223 ns          223 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_median                                                             229 ns          229 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_stddev                                                            16.0 ns         16.0 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_cv                                                                7.20 %          7.20 %             4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_mean                                                              136 ns          136 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_median                                                            136 ns          136 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_stddev                                                           1.55 ns         1.55 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_cv                                                               1.14 %          1.14 %             4
-- Append string of 16 bytes and const literal of 16 bytes 32 times, 1024 total length --/repeats:1                0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_mean                                               1337 ns         1337 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_median                                             1340 ns         1340 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_stddev                                             21.2 ns         21.2 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_cv                                                 1.59 %          1.59 %             4
std::string str; ... str += str_var + "abbaabbaabbaabba";_mean                                                      1269 ns         1269 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_median                                                    1261 ns         1261 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    40.7 ns         40.7 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        3.21 %          3.21 %             4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                       479 ns          479 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_median                                                     478 ns          478 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    11.5 ns         11.5 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        2.41 %          2.41 %             4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     354 ns          354 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   352 ns          352 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  35.7 ns         35.7 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                     10.09 %         10.09 %             4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     329 ns          329 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   335 ns          335 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  18.8 ns         18.8 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      5.72 %          5.72 %             4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                    236 ns          236 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_median                                                  236 ns          236 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                 6.51 ns         6.51 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                     2.76 %          2.76 %             4
-- Append string of 16 bytes and const literal of 16 bytes 2048 times, 65536 total length --/repeats:1             0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_mean                                   73877 ns        73878 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_median                                 74052 ns        74052 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_stddev                                  1595 ns         1595 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_cv                                      2.16 %          2.16 %             4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                          71203 ns        71203 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                        71803 ns        71804 ns            4
