2026-01-31T15:25:07+03:00
Running benchStr.exe
Run on (32 X 2494 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
stringa copy{str_with_len_N};/64_stddev                                                                            0.146 ns        0.218 ns           10
stringa copy{str_with_len_N};/64_cv                                                                                 0.79 %          1.19 %            10
stringa copy{str_with_len_N};/128_mean                                                                              18.3 ns         18.3 ns           10
stringa copy{str_with_len_N};/128_median                                                                            18.3 ns         18.4 ns           10
stringa copy{str_with_len_N};/128_stddev                                                                           0.094 ns        0.185 ns           10
stringa copy{str_with_len_N};/128_cv                                                                                0.51 %          1.01 %            10
stringa copy{str_with_len_N};/256_mean                                                                              18.4 ns         18.4 ns           10
stringa copy{str_with_len_N};/256_median                                                                            18.4 ns         18.4 ns           10
stringa copy{str_with_len_N};/256_stddev                                                                           0.195 ns        0.279 ns           10
stringa copy{str_with_len_N};/256_cv                                                                                1.06 %          1.52 %            10
stringa copy{str_with_len_N};/512_mean                                                                              18.4 ns         18.4 ns           10
stringa copy{str_with_len_N};/512_median                                                                            18.4 ns         18.4 ns           10
stringa copy{str_with_len_N};/512_stddev                                                                           0.253 ns        0.342 ns           10
stringa copy{str_with_len_N};/512_cv                                                                                1.37 %          1.86 %            10
stringa copy{str_with_len_N};/1024_mean                                                                             18.3 ns         18.3 ns           10
stringa copy{str_with_len_N};/1024_median                                                                           18.3 ns         18.1 ns           10
stringa copy{str_with_len_N};/1024_stddev                                                                          0.178 ns        0.252 ns           10
stringa copy{str_with_len_N};/1024_cv                                                                               0.97 %          1.38 %            10
stringa copy{str_with_len_N};/2048_mean                                                                             18.3 ns         18.2 ns           10
stringa copy{str_with_len_N};/2048_median                                                                           18.3 ns         18.2 ns           10
stringa copy{str_with_len_N};/2048_stddev                                                                          0.079 ns        0.221 ns           10
stringa copy{str_with_len_N};/2048_cv                                                                               0.43 %          1.21 %            10
stringa copy{str_with_len_N};/4096_mean                                                                             18.3 ns         18.2 ns           10
stringa copy{str_with_len_N};/4096_median                                                                           18.3 ns         18.4 ns           10
stringa copy{str_with_len_N};/4096_stddev                                                                          0.101 ns        0.293 ns           10
stringa copy{str_with_len_N};/4096_cv                                                                               0.55 %          1.60 %            10
lstringa<16> copy{str_with_len_N};/15_mean                                                                          7.39 ns         7.38 ns           10
lstringa<16> copy{str_with_len_N};/15_median                                                                        7.34 ns         7.32 ns           10
lstringa<16> copy{str_with_len_N};/15_stddev                                                                       0.237 ns        0.261 ns           10
lstringa<16> copy{str_with_len_N};/15_cv                                                                            3.20 %          3.53 %            10
lstringa<16> copy{str_with_len_N};/16_mean                                                                          7.62 ns         7.62 ns           10
lstringa<16> copy{str_with_len_N};/16_median                                                                        7.58 ns         7.59 ns           10
lstringa<16> copy{str_with_len_N};/16_stddev                                                                       0.350 ns        0.377 ns           10
lstringa<16> copy{str_with_len_N};/16_cv                                                                            4.60 %          4.95 %            10
lstringa<16> copy{str_with_len_N};/23_mean                                                                          7.32 ns         7.32 ns           10
lstringa<16> copy{str_with_len_N};/23_median                                                                        7.30 ns         7.32 ns           10
lstringa<16> copy{str_with_len_N};/23_stddev                                                                       0.136 ns        0.142 ns           10
lstringa<16> copy{str_with_len_N};/23_cv                                                                            1.85 %          1.94 %            10
lstringa<16> copy{str_with_len_N};/24_mean                                                                          81.1 ns         81.0 ns           10
lstringa<16> copy{str_with_len_N};/24_median                                                                        80.4 ns         80.6 ns           10
lstringa<16> copy{str_with_len_N};/24_stddev                                                                        2.94 ns         2.80 ns           10
lstringa<16> copy{str_with_len_N};/24_cv                                                                            3.63 %          3.46 %            10
lstringa<16> copy{str_with_len_N};/32_mean                                                                          83.8 ns         83.1 ns           10
lstringa<16> copy{str_with_len_N};/32_median                                                                        83.1 ns         83.7 ns           10
lstringa<16> copy{str_with_len_N};/32_stddev                                                                        2.35 ns         1.41 ns           10
lstringa<16> copy{str_with_len_N};/32_cv                                                                            2.81 %          1.70 %            10
lstringa<16> copy{str_with_len_N};/64_mean                                                                          83.4 ns         83.2 ns           10
lstringa<16> copy{str_with_len_N};/64_median                                                                        83.0 ns         82.8 ns           10
lstringa<16> copy{str_with_len_N};/64_stddev                                                                        1.52 ns         1.44 ns           10
lstringa<16> copy{str_with_len_N};/64_cv                                                                            1.82 %          1.73 %            10
lstringa<16> copy{str_with_len_N};/128_mean                                                                         87.0 ns         86.8 ns           10
lstringa<16> copy{str_with_len_N};/128_median                                                                       86.8 ns         87.2 ns           10
lstringa<16> copy{str_with_len_N};/128_stddev                                                                       1.22 ns         1.38 ns           10
lstringa<16> copy{str_with_len_N};/128_cv                                                                           1.40 %          1.58 %            10
lstringa<16> copy{str_with_len_N};/256_mean                                                                         88.8 ns         88.9 ns           10
lstringa<16> copy{str_with_len_N};/256_median                                                                       88.4 ns         88.9 ns           10
lstringa<16> copy{str_with_len_N};/256_stddev                                                                       3.47 ns         3.77 ns           10
lstringa<16> copy{str_with_len_N};/256_cv                                                                           3.90 %          4.24 %            10
lstringa<16> copy{str_with_len_N};/512_mean                                                                         90.7 ns         90.9 ns           10
lstringa<16> copy{str_with_len_N};/512_median                                                                       90.5 ns         90.7 ns           10
lstringa<16> copy{str_with_len_N};/512_stddev                                                                       1.79 ns         1.92 ns           10
lstringa<16> copy{str_with_len_N};/512_cv                                                                           1.98 %          2.11 %            10
lstringa<16> copy{str_with_len_N};/1024_mean                                                                        96.3 ns         96.1 ns           10
lstringa<16> copy{str_with_len_N};/1024_median                                                                      95.0 ns         95.2 ns           10
lstringa<16> copy{str_with_len_N};/1024_stddev                                                                      3.57 ns         3.34 ns           10
lstringa<16> copy{str_with_len_N};/1024_cv                                                                          3.71 %          3.48 %            10
lstringa<16> copy{str_with_len_N};/2048_mean                                                                         128 ns          128 ns           10
lstringa<16> copy{str_with_len_N};/2048_median                                                                       126 ns          126 ns           10
lstringa<16> copy{str_with_len_N};/2048_stddev                                                                      7.46 ns         8.34 ns           10
lstringa<16> copy{str_with_len_N};/2048_cv                                                                          5.81 %          6.52 %            10
lstringa<16> copy{str_with_len_N};/4096_mean                                                                         187 ns          186 ns           10
lstringa<16> copy{str_with_len_N};/4096_median                                                                       186 ns          184 ns           10
lstringa<16> copy{str_with_len_N};/4096_stddev                                                                      2.48 ns         2.96 ns           10
lstringa<16> copy{str_with_len_N};/4096_cv                                                                          1.33 %          1.59 %            10
lstringa<512> copy{str_with_len_N};/15_mean                                                                         8.92 ns         8.93 ns           10
lstringa<512> copy{str_with_len_N};/15_median                                                                       8.87 ns         8.89 ns           10
lstringa<512> copy{str_with_len_N};/15_stddev                                                                      0.418 ns        0.401 ns           10
lstringa<512> copy{str_with_len_N};/15_cv                                                                           4.69 %          4.49 %            10
lstringa<512> copy{str_with_len_N};/16_mean                                                                         8.52 ns         8.51 ns           10
lstringa<512> copy{str_with_len_N};/16_median                                                                       8.47 ns         8.46 ns           10
lstringa<512> copy{str_with_len_N};/16_stddev                                                                      0.206 ns        0.214 ns           10
lstringa<512> copy{str_with_len_N};/16_cv                                                                           2.42 %          2.52 %            10
lstringa<512> copy{str_with_len_N};/23_mean                                                                         8.80 ns         8.80 ns           10
lstringa<512> copy{str_with_len_N};/23_median                                                                       8.59 ns         8.59 ns           10
lstringa<512> copy{str_with_len_N};/23_stddev                                                                      0.407 ns        0.436 ns           10
lstringa<512> copy{str_with_len_N};/23_cv                                                                           4.63 %          4.95 %            10
lstringa<512> copy{str_with_len_N};/24_mean                                                                         8.46 ns         8.41 ns           10
lstringa<512> copy{str_with_len_N};/24_median                                                                       8.38 ns         8.37 ns           10
lstringa<512> copy{str_with_len_N};/24_stddev                                                                      0.226 ns        0.276 ns           10
lstringa<512> copy{str_with_len_N};/24_cv                                                                           2.67 %          3.28 %            10
lstringa<512> copy{str_with_len_N};/32_mean                                                                         11.4 ns         11.4 ns           10
lstringa<512> copy{str_with_len_N};/32_median                                                                       11.4 ns         11.5 ns           10
lstringa<512> copy{str_with_len_N};/32_stddev                                                                      0.130 ns        0.165 ns           10
lstringa<512> copy{str_with_len_N};/32_cv                                                                           1.14 %          1.45 %            10
lstringa<512> copy{str_with_len_N};/64_mean                                                                         11.4 ns         11.4 ns           10
lstringa<512> copy{str_with_len_N};/64_median                                                                       11.4 ns         11.4 ns           10
lstringa<512> copy{str_with_len_N};/64_stddev                                                                      0.171 ns        0.264 ns           10
lstringa<512> copy{str_with_len_N};/64_cv                                                                           1.51 %          2.32 %            10
lstringa<512> copy{str_with_len_N};/128_mean                                                                        11.9 ns         11.9 ns           10
lstringa<512> copy{str_with_len_N};/128_median                                                                      11.7 ns         11.7 ns           10
lstringa<512> copy{str_with_len_N};/128_stddev                                                                     0.514 ns        0.504 ns           10
lstringa<512> copy{str_with_len_N};/128_cv                                                                          4.34 %          4.25 %            10
lstringa<512> copy{str_with_len_N};/256_mean                                                                        12.8 ns         12.8 ns           10
lstringa<512> copy{str_with_len_N};/256_median                                                                      12.9 ns         12.8 ns           10
lstringa<512> copy{str_with_len_N};/256_stddev                                                                     0.171 ns        0.263 ns           10
lstringa<512> copy{str_with_len_N};/256_cv                                                                          1.33 %          2.05 %            10
lstringa<512> copy{str_with_len_N};/512_mean                                                                        14.3 ns         14.3 ns           10
lstringa<512> copy{str_with_len_N};/512_median                                                                      14.3 ns         14.4 ns           10
lstringa<512> copy{str_with_len_N};/512_stddev                                                                     0.174 ns        0.265 ns           10
lstringa<512> copy{str_with_len_N};/512_cv                                                                          1.22 %          1.85 %            10
lstringa<512> copy{str_with_len_N};/1024_mean                                                                       94.9 ns         94.5 ns           10
lstringa<512> copy{str_with_len_N};/1024_median                                                                     94.6 ns         94.0 ns           10
lstringa<512> copy{str_with_len_N};/1024_stddev                                                                     2.58 ns         2.83 ns           10
lstringa<512> copy{str_with_len_N};/1024_cv                                                                         2.72 %          3.00 %            10
lstringa<512> copy{str_with_len_N};/2048_mean                                                                        132 ns          132 ns           10
lstringa<512> copy{str_with_len_N};/2048_median                                                                      132 ns          133 ns           10
lstringa<512> copy{str_with_len_N};/2048_stddev                                                                     9.84 ns         9.32 ns           10
lstringa<512> copy{str_with_len_N};/2048_cv                                                                         7.45 %          7.05 %            10
lstringa<512> copy{str_with_len_N};/4096_mean                                                                        189 ns          189 ns           10
lstringa<512> copy{str_with_len_N};/4096_median                                                                      189 ns          188 ns           10
lstringa<512> copy{str_with_len_N};/4096_stddev                                                                     3.15 ns         3.85 ns           10
lstringa<512> copy{str_with_len_N};/4096_cv                                                                         1.67 %          2.03 %            10
-----  Convert to int '1234567'  ---------/repeats:1                                                               0.000 ns        0.000 ns   1000000000000
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_mean                                          32.0 ns         31.9 ns           10
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_median                                        32.0 ns         31.9 ns           10
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_stddev                                       0.441 ns        0.386 ns           10
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_cv                                            1.38 %          1.21 %            10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_mean                     13.4 ns         13.4 ns           10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_median                   13.4 ns         13.5 ns           10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_stddev                  0.162 ns        0.248 ns           10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_cv                       1.21 %          1.84 %            10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                              15.9 ns         15.8 ns           10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                            15.6 ns         15.7 ns           10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                           0.633 ns        0.360 ns           10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                3.99 %          2.28 %            10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                                  15.0 ns         15.0 ns           10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                                15.0 ns         15.0 ns           10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                               0.214 ns        0.305 ns           10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                    1.43 %          2.04 %            10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                         15.9 ns         15.9 ns           10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                       15.7 ns         15.7 ns           10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                      0.455 ns        0.424 ns           10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                           2.86 %          2.67 %            10
-----  Convert to unsigned 'abcDef'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_mean                                             35.7 ns         35.6 ns           10
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_median                                           34.9 ns         34.7 ns           10
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_stddev                                           1.85 ns         1.98 ns           10
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_cv                                               5.18 %          5.57 %            10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_mean                        12.5 ns         12.5 ns           10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_median                      12.4 ns         12.3 ns           10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_stddev                     0.410 ns        0.445 ns           10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_cv                          3.27 %          3.55 %            10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                 12.8 ns         12.8 ns           10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                               12.9 ns         12.9 ns           10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                              0.257 ns        0.258 ns           10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                   2.01 %          2.02 %            10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                     12.8 ns         12.8 ns           10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                                   12.8 ns         12.6 ns           10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                                  0.240 ns        0.349 ns           10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                       1.88 %          2.74 %            10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                            12.8 ns         12.8 ns           10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                          12.8 ns         12.7 ns           10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                         0.181 ns        0.173 ns           10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                              1.41 %          1.35 %            10
-----  Convert to int '    1234567'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_mean                                       45.7 ns         45.5 ns           10
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_median                                     45.6 ns         44.6 ns           10
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_stddev                                     1.53 ns         1.35 ns           10
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_cv                                         3.34 %          2.96 %            10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_mean                                        22.1 ns         22.0 ns           10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_median                                      21.8 ns         21.7 ns           10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_stddev                                     0.748 ns        0.669 ns           10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_cv                                          3.39 %          3.04 %            10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_mean                                  16.0 ns         16.0 ns           10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_median                                16.0 ns         16.0 ns           10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_stddev                               0.226 ns        0.275 ns           10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_cv                                    1.42 %          1.72 %            10
-----  Convert to double '1234.567e10'  ---------/repeats:1                                                        0.000 ns        0.000 ns   1000000000000
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_mean                                    105 ns          105 ns           10
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_median                                  104 ns          105 ns           10
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_stddev                                 2.21 ns         1.71 ns           10
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_cv                                     2.10 %          1.63 %            10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_mean                       80.7 ns         80.7 ns           10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_median                     79.9 ns         80.2 ns           10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_stddev                     2.62 ns         2.47 ns           10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_cv                         3.25 %          3.06 %            10
ssa s = "1234.567e10"; double res = *s.to_double()_mean                                                             36.2 ns         36.2 ns           10
ssa s = "1234.567e10"; double res = *s.to_double()_median                                                           36.2 ns         36.1 ns           10
ssa s = "1234.567e10"; double res = *s.to_double()_stddev                                                          0.723 ns        0.702 ns           10
ssa s = "1234.567e10"; double res = *s.to_double()_cv                                                               2.00 %          1.94 %            10
-- Append const literal of 16 bytes 64 times, 1024 total length --/repeats:1                                       0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << "abbaabbaabbaabba";_mean                                                          5600 ns         5594 ns           10
std::stringstream str; ... str << "abbaabbaabbaabba";_median                                                        5568 ns         5580 ns           10
std::stringstream str; ... str << "abbaabbaabbaabba";_stddev                                                         106 ns          122 ns           10
std::stringstream str; ... str << "abbaabbaabbaabba";_cv                                                            1.89 %          2.18 %            10
std::string str; ... str += "abbaabbaabbaabba";_mean                                                                1313 ns         1314 ns           10
std::string str; ... str += "abbaabbaabbaabba";_median                                                              1282 ns         1283 ns           10
std::string str; ... str += "abbaabbaabbaabba";_stddev                                                              76.6 ns         77.2 ns           10
std::string str; ... str += "abbaabbaabbaabba";_cv                                                                  5.83 %          5.87 %            10
lstringa<8> str; ... str += "abbaabbaabbaabba";_mean                                                                 904 ns          903 ns           10
lstringa<8> str; ... str += "abbaabbaabbaabba";_median                                                               898 ns          907 ns           10
lstringa<8> str; ... str += "abbaabbaabbaabba";_stddev                                                              14.5 ns         16.0 ns           10
lstringa<8> str; ... str += "abbaabbaabbaabba";_cv                                                                  1.61 %          1.77 %            10
lstringa<128> str; ... str += "abbaabbaabbaabba";_mean                                                               569 ns          569 ns           10
lstringa<128> str; ... str += "abbaabbaabbaabba";_median                                                             557 ns          558 ns           10
lstringa<128> str; ... str += "abbaabbaabbaabba";_stddev                                                            49.3 ns         46.9 ns           10
lstringa<128> str; ... str += "abbaabbaabbaabba";_cv                                                                8.66 %          8.24 %            10
lstringa<512> str; ... str += "abbaabbaabbaabba";_mean                                                               348 ns          348 ns           10
lstringa<512> str; ... str += "abbaabbaabbaabba";_median                                                             347 ns          345 ns           10
lstringa<512> str; ... str += "abbaabbaabbaabba";_stddev                                                            6.20 ns         7.75 ns           10
lstringa<512> str; ... str += "abbaabbaabbaabba";_cv                                                                1.78 %          2.23 %            10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_mean                                                              232 ns          231 ns           10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_median                                                            232 ns          230 ns           10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_stddev                                                           4.76 ns         5.76 ns           10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_cv                                                               2.06 %          2.50 %            10
-- Append string of 16 bytes and const literal of 16 bytes 32 times, 1024 total length --/repeats:1                0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_mean                                               5528 ns         5525 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_median                                             5519 ns         5580 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_stddev                                              128 ns          150 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_cv                                                 2.32 %          2.71 %            10
std::string str; ... str += str_var + "abbaabbaabbaabba";_mean                                                      3948 ns         3941 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba";_median                                                    3960 ns         3967 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    90.6 ns         80.1 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        2.29 %          2.03 %            10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                       814 ns          814 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_median                                                     815 ns          820 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    13.2 ns         16.5 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        1.62 %          2.03 %            10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     531 ns          528 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   531 ns          531 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  12.2 ns         12.3 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      2.30 %          2.33 %            10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     373 ns          372 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   370 ns          369 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  15.8 ns         11.5 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      4.23 %          3.08 %            10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                    292 ns          292 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_median                                                  291 ns          286 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                 12.9 ns         14.6 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                     4.40 %          4.99 %            10
-- Append string of 16 bytes and const literal of 16 bytes 2048 times, 65536 total length --/repeats:1             0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_mean                                  288865 ns       288143 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_median                                277455 ns       276215 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_stddev                                 26150 ns        26378 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_cv                                      9.05 %          9.15 %            10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                         189369 ns       189127 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                       188924 ns       189894 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                         2672 ns         3158 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                             1.41 %          1.67 %            10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                          24389 ns        24379 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                        24320 ns        24588 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                          512 ns          788 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                             2.10 %          3.23 %            10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                        22364 ns        22398 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                      22289 ns        22216 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                        535 ns          715 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                           2.39 %          3.19 %            10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                        21345 ns        21289 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                      21390 ns        21484 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                        260 ns          412 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                           1.22 %          1.93 %            10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                       21975 ns        21944 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                     21782 ns        21990 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                       358 ns          438 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                          1.63 %          2.00 %            10
-- Append 2 string of 16 bytes 32 times, 1024 total length --/repeats:1                                            0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var1 << str_var2;_mean                                                        5391 ns         5357 ns           10
std::stringstream str; ... str << str_var1 << str_var2;_median                                                      5345 ns         5301 ns           10
std::stringstream str; ... str << str_var1 << str_var2;_stddev                                                       209 ns          210 ns           10
std::stringstream str; ... str << str_var1 << str_var2;_cv                                                          3.88 %          3.92 %            10
std::string str; ... str += str_var1 + str_var2;_mean                                                               3953 ns         3959 ns           10
std::string str; ... str += str_var1 + str_var2;_median                                                             3947 ns         3934 ns           10
std::string str; ... str += str_var1 + str_var2;_stddev                                                             69.9 ns         88.7 ns           10
std::string str; ... str += str_var1 + str_var2;_cv                                                                 1.77 %          2.24 %            10
lstringa<16> str; ... str += str_var1 + str_var2;_mean                                                               881 ns          879 ns           10
lstringa<16> str; ... str += str_var1 + str_var2;_median                                                             868 ns          872 ns           10
lstringa<16> str; ... str += str_var1 + str_var2;_stddev                                                            40.0 ns         42.1 ns           10
lstringa<16> str; ... str += str_var1 + str_var2;_cv                                                                4.54 %          4.79 %            10
lstringa<128> str; ... str += str_var1 + str_var2;_mean                                                              604 ns          604 ns           10
lstringa<128> str; ... str += str_var1 + str_var2;_median                                                            602 ns          600 ns           10
lstringa<128> str; ... str += str_var1 + str_var2;_stddev                                                           11.9 ns         9.42 ns           10
lstringa<128> str; ... str += str_var1 + str_var2;_cv                                                               1.96 %          1.56 %            10
lstringa<512> str; ... str += str_var1 + str_var2;_mean                                                              449 ns          448 ns           10
lstringa<512> str; ... str += str_var1 + str_var2;_median                                                            447 ns          449 ns           10
lstringa<512> str; ... str += str_var1 + str_var2;_stddev                                                           12.7 ns         14.2 ns           10
lstringa<512> str; ... str += str_var1 + str_var2;_cv                                                               2.82 %          3.16 %            10
lstringa<1024> str; ... str += str_var1 + str_var2;_mean                                                             394 ns          394 ns           10
lstringa<1024> str; ... str += str_var1 + str_var2;_median                                                           381 ns          381 ns           10
lstringa<1024> str; ... str += str_var1 + str_var2;_stddev                                                          30.1 ns         28.4 ns           10
lstringa<1024> str; ... str += str_var1 + str_var2;_cv                                                              7.64 %          7.22 %            10
