2026-01-31T15:51:52+03:00
Running ./benchStr
Run on (32 X 2494.22 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
Load Average: 0.05, 0.01, 0.00
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
stringa copy{str_with_len_N};/15_stddev                                                                            0.022 ns        0.022 ns           10
stringa copy{str_with_len_N};/15_cv                                                                                 1.99 %          1.99 %            10
stringa copy{str_with_len_N};/16_mean                                                                               1.12 ns         1.12 ns           10
stringa copy{str_with_len_N};/16_median                                                                             1.12 ns         1.12 ns           10
stringa copy{str_with_len_N};/16_stddev                                                                            0.034 ns        0.034 ns           10
stringa copy{str_with_len_N};/16_cv                                                                                 3.05 %          3.05 %            10
stringa copy{str_with_len_N};/23_mean                                                                               1.12 ns         1.12 ns           10
stringa copy{str_with_len_N};/23_median                                                                             1.11 ns         1.11 ns           10
stringa copy{str_with_len_N};/23_stddev                                                                            0.050 ns        0.050 ns           10
stringa copy{str_with_len_N};/23_cv                                                                                 4.43 %          4.43 %            10
stringa copy{str_with_len_N};/24_mean                                                                               16.4 ns         16.4 ns           10
stringa copy{str_with_len_N};/24_median                                                                             16.3 ns         16.3 ns           10
stringa copy{str_with_len_N};/24_stddev                                                                            0.494 ns        0.494 ns           10
stringa copy{str_with_len_N};/24_cv                                                                                 3.01 %          3.01 %            10
stringa copy{str_with_len_N};/32_mean                                                                               16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/32_median                                                                             16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/32_stddev                                                                            0.107 ns        0.107 ns           10
stringa copy{str_with_len_N};/32_cv                                                                                 0.67 %          0.67 %            10
stringa copy{str_with_len_N};/64_mean                                                                               16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/64_median                                                                             16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/64_stddev                                                                            0.081 ns        0.081 ns           10
stringa copy{str_with_len_N};/64_cv                                                                                 0.50 %          0.50 %            10
stringa copy{str_with_len_N};/128_mean                                                                              16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/128_median                                                                            16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/128_stddev                                                                           0.132 ns        0.132 ns           10
stringa copy{str_with_len_N};/128_cv                                                                                0.82 %          0.82 %            10
stringa copy{str_with_len_N};/256_mean                                                                              16.3 ns         16.3 ns           10
stringa copy{str_with_len_N};/256_median                                                                            16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/256_stddev                                                                           0.513 ns        0.513 ns           10
stringa copy{str_with_len_N};/256_cv                                                                                3.15 %          3.15 %            10
stringa copy{str_with_len_N};/512_mean                                                                              16.4 ns         16.4 ns           10
stringa copy{str_with_len_N};/512_median                                                                            16.2 ns         16.2 ns           10
stringa copy{str_with_len_N};/512_stddev                                                                           0.387 ns        0.387 ns           10
stringa copy{str_with_len_N};/512_cv                                                                                2.37 %          2.37 %            10
stringa copy{str_with_len_N};/1024_mean                                                                             16.3 ns         16.3 ns           10
stringa copy{str_with_len_N};/1024_median                                                                           16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/1024_stddev                                                                          0.454 ns        0.454 ns           10
stringa copy{str_with_len_N};/1024_cv                                                                               2.79 %          2.79 %            10
stringa copy{str_with_len_N};/2048_mean                                                                             16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/2048_median                                                                           16.0 ns         16.0 ns           10
stringa copy{str_with_len_N};/2048_stddev                                                                          0.138 ns        0.138 ns           10
stringa copy{str_with_len_N};/2048_cv                                                                               0.86 %          0.86 %            10
stringa copy{str_with_len_N};/4096_mean                                                                             16.1 ns         16.1 ns           10
stringa copy{str_with_len_N};/4096_median                                                                           16.0 ns         16.0 ns           10
stringa copy{str_with_len_N};/4096_stddev                                                                          0.230 ns        0.230 ns           10
stringa copy{str_with_len_N};/4096_cv                                                                               1.43 %          1.43 %            10
lstringa<16> copy{str_with_len_N};/15_mean                                                                          4.55 ns         4.55 ns           10
lstringa<16> copy{str_with_len_N};/15_median                                                                        4.50 ns         4.50 ns           10
lstringa<16> copy{str_with_len_N};/15_stddev                                                                       0.233 ns        0.233 ns           10
lstringa<16> copy{str_with_len_N};/15_cv                                                                            5.12 %          5.12 %            10
lstringa<16> copy{str_with_len_N};/16_mean                                                                          4.50 ns         4.50 ns           10
lstringa<16> copy{str_with_len_N};/16_median                                                                        4.44 ns         4.44 ns           10
lstringa<16> copy{str_with_len_N};/16_stddev                                                                       0.213 ns        0.213 ns           10
lstringa<16> copy{str_with_len_N};/16_cv                                                                            4.72 %          4.72 %            10
lstringa<16> copy{str_with_len_N};/23_mean                                                                          4.44 ns         4.44 ns           10
lstringa<16> copy{str_with_len_N};/23_median                                                                        4.43 ns         4.43 ns           10
lstringa<16> copy{str_with_len_N};/23_stddev                                                                       0.066 ns        0.066 ns           10
lstringa<16> copy{str_with_len_N};/23_cv                                                                            1.47 %          1.47 %            10
lstringa<16> copy{str_with_len_N};/24_mean                                                                          24.5 ns         24.5 ns           10
lstringa<16> copy{str_with_len_N};/24_median                                                                        24.6 ns         24.6 ns           10
lstringa<16> copy{str_with_len_N};/24_stddev                                                                       0.440 ns        0.440 ns           10
lstringa<16> copy{str_with_len_N};/24_cv                                                                            1.79 %          1.79 %            10
lstringa<16> copy{str_with_len_N};/32_mean                                                                          24.4 ns         24.4 ns           10
lstringa<16> copy{str_with_len_N};/32_median                                                                        23.9 ns         23.9 ns           10
lstringa<16> copy{str_with_len_N};/32_stddev                                                                        1.15 ns         1.15 ns           10
lstringa<16> copy{str_with_len_N};/32_cv                                                                            4.70 %          4.70 %            10
lstringa<16> copy{str_with_len_N};/64_mean                                                                          26.5 ns         26.5 ns           10
lstringa<16> copy{str_with_len_N};/64_median                                                                        26.3 ns         26.3 ns           10
lstringa<16> copy{str_with_len_N};/64_stddev                                                                       0.998 ns        0.998 ns           10
lstringa<16> copy{str_with_len_N};/64_cv                                                                            3.77 %          3.77 %            10
lstringa<16> copy{str_with_len_N};/128_mean                                                                         26.6 ns         26.6 ns           10
lstringa<16> copy{str_with_len_N};/128_median                                                                       26.0 ns         26.0 ns           10
lstringa<16> copy{str_with_len_N};/128_stddev                                                                       1.56 ns         1.56 ns           10
lstringa<16> copy{str_with_len_N};/128_cv                                                                           5.85 %          5.85 %            10
lstringa<16> copy{str_with_len_N};/256_mean                                                                         29.7 ns         29.7 ns           10
lstringa<16> copy{str_with_len_N};/256_median                                                                       28.5 ns         28.5 ns           10
lstringa<16> copy{str_with_len_N};/256_stddev                                                                       2.99 ns         2.99 ns           10
lstringa<16> copy{str_with_len_N};/256_cv                                                                          10.04 %         10.04 %            10
lstringa<16> copy{str_with_len_N};/512_mean                                                                         30.8 ns         30.8 ns           10
lstringa<16> copy{str_with_len_N};/512_median                                                                       29.9 ns         29.9 ns           10
lstringa<16> copy{str_with_len_N};/512_stddev                                                                       2.19 ns         2.19 ns           10
lstringa<16> copy{str_with_len_N};/512_cv                                                                           7.13 %          7.13 %            10
lstringa<16> copy{str_with_len_N};/1024_mean                                                                        93.8 ns         93.8 ns           10
lstringa<16> copy{str_with_len_N};/1024_median                                                                      93.8 ns         93.8 ns           10
lstringa<16> copy{str_with_len_N};/1024_stddev                                                                      9.69 ns         9.69 ns           10
lstringa<16> copy{str_with_len_N};/1024_cv                                                                         10.33 %         10.33 %            10
lstringa<16> copy{str_with_len_N};/2048_mean                                                                         124 ns          124 ns           10
lstringa<16> copy{str_with_len_N};/2048_median                                                                       118 ns          118 ns           10
lstringa<16> copy{str_with_len_N};/2048_stddev                                                                      20.6 ns         20.6 ns           10
lstringa<16> copy{str_with_len_N};/2048_cv                                                                         16.55 %         16.55 %            10
lstringa<16> copy{str_with_len_N};/4096_mean                                                                         128 ns          128 ns           10
lstringa<16> copy{str_with_len_N};/4096_median                                                                       128 ns          128 ns           10
lstringa<16> copy{str_with_len_N};/4096_stddev                                                                      9.50 ns         9.50 ns           10
lstringa<16> copy{str_with_len_N};/4096_cv                                                                          7.44 %          7.44 %            10
lstringa<512> copy{str_with_len_N};/15_mean                                                                         5.79 ns         5.79 ns           10
lstringa<512> copy{str_with_len_N};/15_median                                                                       5.75 ns         5.75 ns           10
lstringa<512> copy{str_with_len_N};/15_stddev                                                                      0.214 ns        0.214 ns           10
lstringa<512> copy{str_with_len_N};/15_cv                                                                           3.70 %          3.70 %            10
lstringa<512> copy{str_with_len_N};/16_mean                                                                         6.04 ns         6.04 ns           10
lstringa<512> copy{str_with_len_N};/16_median                                                                       5.78 ns         5.78 ns           10
lstringa<512> copy{str_with_len_N};/16_stddev                                                                      0.517 ns        0.517 ns           10
lstringa<512> copy{str_with_len_N};/16_cv                                                                           8.57 %          8.57 %            10
lstringa<512> copy{str_with_len_N};/23_mean                                                                         5.66 ns         5.66 ns           10
lstringa<512> copy{str_with_len_N};/23_median                                                                       5.66 ns         5.66 ns           10
lstringa<512> copy{str_with_len_N};/23_stddev                                                                      0.105 ns        0.105 ns           10
lstringa<512> copy{str_with_len_N};/23_cv                                                                           1.86 %          1.86 %            10
lstringa<512> copy{str_with_len_N};/24_mean                                                                         5.74 ns         5.74 ns           10
lstringa<512> copy{str_with_len_N};/24_median                                                                       5.71 ns         5.71 ns           10
lstringa<512> copy{str_with_len_N};/24_stddev                                                                      0.145 ns        0.145 ns           10
lstringa<512> copy{str_with_len_N};/24_cv                                                                           2.52 %          2.52 %            10
lstringa<512> copy{str_with_len_N};/32_mean                                                                         5.34 ns         5.34 ns           10
lstringa<512> copy{str_with_len_N};/32_median                                                                       5.30 ns         5.30 ns           10
lstringa<512> copy{str_with_len_N};/32_stddev                                                                      0.134 ns        0.134 ns           10
lstringa<512> copy{str_with_len_N};/32_cv                                                                           2.51 %          2.51 %            10
lstringa<512> copy{str_with_len_N};/64_mean                                                                         6.83 ns         6.83 ns           10
lstringa<512> copy{str_with_len_N};/64_median                                                                       6.77 ns         6.77 ns           10
lstringa<512> copy{str_with_len_N};/64_stddev                                                                      0.146 ns        0.146 ns           10
lstringa<512> copy{str_with_len_N};/64_cv                                                                           2.14 %          2.14 %            10
lstringa<512> copy{str_with_len_N};/128_mean                                                                        6.97 ns         6.97 ns           10
lstringa<512> copy{str_with_len_N};/128_median                                                                      6.96 ns         6.96 ns           10
lstringa<512> copy{str_with_len_N};/128_stddev                                                                     0.096 ns        0.096 ns           10
lstringa<512> copy{str_with_len_N};/128_cv                                                                          1.37 %          1.37 %            10
lstringa<512> copy{str_with_len_N};/256_mean                                                                        7.83 ns         7.83 ns           10
lstringa<512> copy{str_with_len_N};/256_median                                                                      7.81 ns         7.81 ns           10
lstringa<512> copy{str_with_len_N};/256_stddev                                                                     0.095 ns        0.095 ns           10
lstringa<512> copy{str_with_len_N};/256_cv                                                                          1.22 %          1.22 %            10
lstringa<512> copy{str_with_len_N};/512_mean                                                                        10.6 ns         10.6 ns           10
lstringa<512> copy{str_with_len_N};/512_median                                                                      10.4 ns         10.4 ns           10
lstringa<512> copy{str_with_len_N};/512_stddev                                                                     0.577 ns        0.577 ns           10
lstringa<512> copy{str_with_len_N};/512_cv                                                                          5.44 %          5.44 %            10
lstringa<512> copy{str_with_len_N};/1024_mean                                                                       94.8 ns         94.8 ns           10
lstringa<512> copy{str_with_len_N};/1024_median                                                                     96.1 ns         96.1 ns           10
lstringa<512> copy{str_with_len_N};/1024_stddev                                                                     11.1 ns         11.1 ns           10
lstringa<512> copy{str_with_len_N};/1024_cv                                                                        11.71 %         11.71 %            10
lstringa<512> copy{str_with_len_N};/2048_mean                                                                        114 ns          114 ns           10
lstringa<512> copy{str_with_len_N};/2048_median                                                                      114 ns          114 ns           10
lstringa<512> copy{str_with_len_N};/2048_stddev                                                                     11.0 ns         11.0 ns           10
lstringa<512> copy{str_with_len_N};/2048_cv                                                                         9.68 %          9.68 %            10
lstringa<512> copy{str_with_len_N};/4096_mean                                                                        128 ns          128 ns           10
lstringa<512> copy{str_with_len_N};/4096_median                                                                      130 ns          130 ns           10
lstringa<512> copy{str_with_len_N};/4096_stddev                                                                     7.49 ns         7.49 ns           10
lstringa<512> copy{str_with_len_N};/4096_cv                                                                         5.86 %          5.86 %            10
-----  Convert to int '1234567'  ---------/repeats:1                                                               0.000 ns        0.000 ns   1000000000000
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_mean                                          27.0 ns         27.0 ns           10
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_median                                        26.8 ns         26.8 ns           10
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_stddev                                       0.718 ns        0.718 ns           10
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_cv                                            2.66 %          2.66 %            10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_mean                     12.1 ns         12.1 ns           10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_median                   11.8 ns         11.8 ns           10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_stddev                  0.910 ns        0.910 ns           10
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_cv                       7.53 %          7.53 %            10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                              8.11 ns         8.11 ns           10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                            8.09 ns         8.09 ns           10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                           0.161 ns        0.161 ns           10
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                1.98 %          1.98 %            10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                                  8.22 ns         8.22 ns           10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                                8.21 ns         8.21 ns           10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                               0.250 ns        0.250 ns           10
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                    3.04 %          3.04 %            10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                         8.07 ns         8.07 ns           10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                       8.06 ns         8.06 ns           10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                      0.080 ns        0.080 ns           10
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                           0.99 %          0.99 %            10
-----  Convert to unsigned 'abcDef'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_mean                                             23.2 ns         23.2 ns           10
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_median                                           23.2 ns         23.2 ns           10
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_stddev                                          0.416 ns        0.416 ns           10
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_cv                                               1.79 %          1.79 %            10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_mean                        10.5 ns         10.5 ns           10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_median                      10.4 ns         10.4 ns           10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_stddev                     0.522 ns        0.522 ns           10
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_cv                          4.97 %          4.97 %            10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                 8.08 ns         8.08 ns           10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                               8.06 ns         8.06 ns           10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                              0.104 ns        0.104 ns           10
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                   1.28 %          1.28 %            10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                     8.13 ns         8.13 ns           10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                                   8.11 ns         8.11 ns           10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                                  0.180 ns        0.180 ns           10
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                       2.22 %          2.22 %            10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                            7.77 ns         7.77 ns           10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                          7.71 ns         7.71 ns           10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                         0.247 ns        0.247 ns           10
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                              3.17 %          3.17 %            10
-----  Convert to int '    1234567'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_mean                                       28.0 ns         28.0 ns           10
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_median                                     27.9 ns         27.9 ns           10
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_stddev                                    0.574 ns        0.574 ns           10
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_cv                                         2.05 %          2.05 %            10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_mean                                        14.8 ns         14.8 ns           10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_median                                      14.8 ns         14.8 ns           10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_stddev                                     0.186 ns        0.186 ns           10
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_cv                                          1.25 %          1.25 %            10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_mean                                  13.7 ns         13.7 ns           10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_median                                13.7 ns         13.7 ns           10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_stddev                               0.305 ns        0.305 ns           10
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_cv                                    2.22 %          2.22 %            10
-----  Convert to double '1234.567e10'  ---------/repeats:1                                                        0.000 ns        0.000 ns   1000000000000
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_mean                                   63.6 ns         63.6 ns           10
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_median                                 63.1 ns         63.1 ns           10
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_stddev                                 2.33 ns         2.33 ns           10
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_cv                                     3.66 %          3.66 %            10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_mean                       23.9 ns         23.9 ns           10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_median                     23.9 ns         23.9 ns           10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_stddev                    0.343 ns        0.343 ns           10
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_cv                         1.43 %          1.43 %            10
ssa s = "1234.567e10"; double res = *s.to_double()_mean                                                             24.6 ns         24.6 ns           10
ssa s = "1234.567e10"; double res = *s.to_double()_median                                                           24.4 ns         24.4 ns           10
ssa s = "1234.567e10"; double res = *s.to_double()_stddev                                                          0.832 ns        0.832 ns           10
ssa s = "1234.567e10"; double res = *s.to_double()_cv                                                               3.38 %          3.38 %            10
-- Append const literal of 16 bytes 64 times, 1024 total length --/repeats:1                                       0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << "abbaabbaabbaabba";_mean                                                          1440 ns         1440 ns           10
std::stringstream str; ... str << "abbaabbaabbaabba";_median                                                        1448 ns         1448 ns           10
std::stringstream str; ... str << "abbaabbaabbaabba";_stddev                                                        94.7 ns         94.7 ns           10
std::stringstream str; ... str << "abbaabbaabbaabba";_cv                                                            6.58 %          6.58 %            10
std::string str; ... str += "abbaabbaabbaabba";_mean                                                                 389 ns          389 ns           10
std::string str; ... str += "abbaabbaabbaabba";_median                                                               385 ns          385 ns           10
std::string str; ... str += "abbaabbaabbaabba";_stddev                                                              37.7 ns         37.7 ns           10
std::string str; ... str += "abbaabbaabbaabba";_cv                                                                  9.70 %          9.70 %            10
lstringa<8> str; ... str += "abbaabbaabbaabba";_mean                                                                 398 ns          398 ns           10
lstringa<8> str; ... str += "abbaabbaabbaabba";_median                                                               400 ns          400 ns           10
lstringa<8> str; ... str += "abbaabbaabbaabba";_stddev                                                              14.4 ns         14.4 ns           10
lstringa<8> str; ... str += "abbaabbaabbaabba";_cv                                                                  3.61 %          3.61 %            10
lstringa<128> str; ... str += "abbaabbaabbaabba";_mean                                                               259 ns          259 ns           10
lstringa<128> str; ... str += "abbaabbaabbaabba";_median                                                             250 ns          250 ns           10
lstringa<128> str; ... str += "abbaabbaabbaabba";_stddev                                                            18.0 ns         18.0 ns           10
lstringa<128> str; ... str += "abbaabbaabbaabba";_cv                                                                6.97 %          6.97 %            10
lstringa<512> str; ... str += "abbaabbaabbaabba";_mean                                                               242 ns          242 ns           10
lstringa<512> str; ... str += "abbaabbaabbaabba";_median                                                             234 ns          234 ns           10
lstringa<512> str; ... str += "abbaabbaabbaabba";_stddev                                                            17.2 ns         17.2 ns           10
lstringa<512> str; ... str += "abbaabbaabbaabba";_cv                                                                7.10 %          7.10 %            10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_mean                                                              141 ns          141 ns           10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_median                                                            140 ns          140 ns           10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_stddev                                                           5.52 ns         5.52 ns           10
lstringa<1024> str; ... str += "abbaabbaabbaabba";_cv                                                               3.91 %          3.91 %            10
-- Append string of 16 bytes and const literal of 16 bytes 32 times, 1024 total length --/repeats:1                0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_mean                                               1360 ns         1360 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_median                                             1336 ns         1336 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_stddev                                             69.5 ns         69.5 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_cv                                                 5.11 %          5.11 %            10
std::string str; ... str += str_var + "abbaabbaabbaabba";_mean                                                      1352 ns         1352 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba";_median                                                    1338 ns         1338 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                     107 ns          107 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        7.90 %          7.90 %            10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                       432 ns          432 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_median                                                     432 ns          432 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    17.2 ns         17.2 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        3.99 %          3.99 %            10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     402 ns          402 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   409 ns          409 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  44.6 ns         44.6 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                     11.08 %         11.08 %            10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     326 ns          326 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   315 ns          315 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  19.2 ns         19.2 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      5.88 %          5.88 %            10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                    253 ns          253 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_median                                                  248 ns          248 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                 13.3 ns         13.3 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                     5.26 %          5.26 %            10
-- Append string of 16 bytes and const literal of 16 bytes 2048 times, 65536 total length --/repeats:1             0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_mean                                   73241 ns        73241 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_median                                 73277 ns        73278 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_stddev                                   907 ns          907 ns           10
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_cv                                      1.24 %          1.24 %            10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                          72618 ns        72618 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                        72421 ns        72421 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                         1242 ns         1242 ns           10
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                             1.71 %          1.71 %            10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                          19903 ns        19903 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                        19899 ns        19899 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                          333 ns          333 ns           10
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                             1.68 %          1.68 %            10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                        17505 ns        17505 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                      17237 ns        17237 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                        902 ns          902 ns           10
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                           5.15 %          5.15 %            10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                        17272 ns        17272 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                      17246 ns        17247 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                        473 ns          473 ns           10
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                           2.74 %          2.74 %            10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                       17201 ns        17201 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                     17089 ns        17089 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                       702 ns          702 ns           10
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                          4.08 %          4.08 %            10
-- Append 2 string of 16 bytes 32 times, 1024 total length --/repeats:1                                            0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var1 << str_var2;_mean                                                        1469 ns         1469 ns           10
std::stringstream str; ... str << str_var1 << str_var2;_median                                                      1446 ns         1446 ns           10
std::stringstream str; ... str << str_var1 << str_var2;_stddev                                                       155 ns          155 ns           10
std::stringstream str; ... str << str_var1 << str_var2;_cv                                                         10.55 %         10.55 %            10
std::string str; ... str += str_var1 + str_var2;_mean                                                               1346 ns         1346 ns           10
